S 农业科学 
        [S88-9] 蚕业经济 
        S881 蚕基础科学 
          S881.2 蚕的生理、遗传、生态、生物物理、生物化学 
  
            S881.2+1 蚕的生理学 
            S881.2+2 蚕的生态学 
            S881.2+3 蚕的生物物理 
            S881.2+4 蚕的生物化学 
            S881.2+5 蚕的解剖 
              S881.2+51 外部形态和构造 
              S881.2+53 内部形态和构造 
            S881.2+6 蚕遗传学 
          S881.3 蚕丝的物理化学 
          S881.4 蚕业气象学 
        S882 蚕的遗传育种与良种繁育 
          S882.1 蚕的种质资源与品种保存 
          S882.2 新品种选育 
          S882.3 蚕种繁育 
            S882.3+1 蚕制种技术 
            S882.3+2 蚕种保护 
            S882.3+3 种蚕管理与蚕种冷藏 
            S882.3+4 蚕种催青 
            S882.3+5 蚕种人工孵化 
          S882.4  下 胚胎及发育 
          S882.5 蚕种的化性 
          S882.6 蚕体遗传 
        S883 蚕的饲育法 
          S883.1 全年各季饲育法 
          S883.3 春蚕饲育法 
          S883.5 夏秋蚕饲育法 
          S883.6 稚蚕、壮蚕饲育技术 
          S883.7 饲育形式 
            S883.7+1 锉桑育 
            S883.7+2 全芽育 
            S883.7+3 片叶立体育 
            S883.7+4 条桑育 
            S883.7+5 蚕台（活桑育） 
            S883.7+6 围台（安全育） 
            S883.7+7 少回（行灯育） 
            S883.7+8 平面一日一回育、二回育 
            S883.7+9 室外育 
                  S883.81/.89 (特殊分类规定) 
            S883.81 高级育 
            S883.82 高温快速养法 
            S883.89 其他育法 
          S883.9 代用饲料饲育法 
        S884 蚕的病虫害及其防治 
          S884.1 蚕病的预防 
            S884.1+1 消毒 
            S884.1+2 检种 
            S884.1+3 蚕用药品 
            S884.1+9 其他 
          S884.2 原虫病 
            S884.2+1 微粒子病 
            S884.2+2 变形虫（阿米巴）病 
            S884.2+3 球虫病 
            S884.2+9 其他 
          S884.3 真菌病（僵病） 
            S884.3+1 白僵病 
            S884.3+2 绿僵病 
            S884.3+3 黑僵病 
            S884.3+4 赤僵病 
            S884.3+9 其他 
          S884.4 细菌病（软化病） 
            S884.4+1 卒倒病 
            S884.4+2 败血病 
            S884.4+3 细菌性胃肠病 
            S884.4+9 其他 
          S884.5 病毒病（脓病） 
            S884.5+1 核型多角体病 
            S884.5+2 质型多角体病 
            S884.5+3 空头性软化病（病毒性软化病） 
            S884.5+9 其他 
          S884.6 寄生虫病 
            S884.6+1 线形虫病 
            S884.6+2 多化性蝇蛆病 
            S884.6+3 寄生蜂病 
            S884.6+4 壁虱病 
            S884.6+9 其他 
          S884.7 有害动物 
            S884.7+1 有害昆虫类 
            S884.7+2 蚕的害虫及小动物 
            S884.7+3 蚕卵的害虫及小动物 
            S884.7+4 蚕蛾的害虫及小动物 
            S884.7+9 其他 
          S884.8 物理性损害疾病 
            S884.8+1 赤外线 
            S884.8+2 紫外线 
            S884.8+3 黑喉病 
            S884.8+9 其他 
          S884.9 中毒及化学性损害疾病 
            S884.9+1 烟草中毒症 
            S884.9+2 除虫菊中毒 
            S884.9+3 其他植物中毒 
            S884.9+4 煤烟中毒 
            S884.9+5 升汞中毒 
            S884.9+6 农药中毒 
            S884.9+7 毒物 
        S885 其他蚕类 
                S885.1/.9 其他各种蚕类 
          S885.1 柞蚕（中国柞蚕） 
          S885.2   麻蚕（木薯蚕、鹤木蚕） 
          S885.3 天蚕（日本柞蚕）、樟蚕（枫蚕） 
          S885.9 其他 
        S886 蚕茧 
          S886.1 茧质与上簇、品种及环境的关系 
          S886.2 蚕茧保全与烘贮处理 
            S886.2+1 杀蛹法 
            S886.2+2 蚕茧干燥法 
            S886.2+3 干茧打包、运输与贮藏 
          S886.3 蚕茧品质检定 
          S886.4 蚕茧分级 
            S886.4+1 同功茧 
            S886.4+2 上车茧 
            S886.4+3 薄皮茧 
            S886.4+4 柴印茧 
            S886.4+5 黄斑茧 
          [S886.7] 制丝 
          S886.9 蚕桑副产品利用 
        S887 养蚕建筑设施与养蚕机具 
          S887.1 养蚕用房 
            S887.11 蚕室 
            S887.12 催青室 
            S887.13 制种用房 
            S887.14 贮桑室 
            S887.15 上簇室 
            S887.16 蚕茧站 
          S887.3 养蚕机具 
            S887.31 制种机具 
              S887.31+1 剥茧衣机 
              S887.31+2 削茧机 
              S887.31+3  嫌 雌雄鉴别机及仪器设备 
              S887.31+4 散 呀 酸设备及机具 
              S887.31+5 散卵称量分装机 
              S887.31+6 蚕种冷藏设备 
              S887.31+7 检种磨娥机具 
            S887.32 饲育机具 
              S887.32+1 蚕网 
              S887.32+2 蚕簇 
              S887.32+3 消毒机具 
              S887.32+4 催青发蚁机 
              S887.32+5 蚕室温、湿度调节设备与机具 
              S887.32+6 饲养给桑机具 
              S887.32+7 饲料采集加工贮藏设备及机具 
              S887.32+8 蚕网及蚕沙清除装置 
              S887.32+9 其他 
            S887.33 蚕茧的采集与烘干设备 
              S887.33+1 蚕茧的采集设备 
              S887.33+2 蚕茧的烘干设备 
              S887.33+3 评茧设备 
          S887.9 其他 
        S888 桑 
          S888.1 桑树解剖学 
          S888.2 桑树生理、生态、生物物理、生物化学 
          S888.3 桑树品种及其繁育 
            S888.3+1 选种与育种 
            S888.3+2 桑树繁殖 
              S888.3+21 树型养成、桑叶收获与贮藏 
              S888.3+22 桑苗繁殖 
              S888.3+23 实生苗 
              S888.3+24 接木苗 
              S888.3+25 袋接法 
              S888.3+26 根接法 
              S888.3+29 其他 
          S888.4 桑树栽培技术与桑园管理 
          S888.5 土壤、施肥 
          S888.6 灌溉、排水 
          S888.7 桑树病虫害及其防治 
            S888.71 病害 
              S888.71+1 桑细菌病 
              S888.71+2 桑萎缩病 
              S888.71+3   胴枯病、 Ｑ 枯病、桑枝枯病 
              S888.71+4 桑白纹羽病、桑紫纹羽病 
              S888.71+5 桑根枯病 
              S888.71+6 桑白粉病 
              S888.71+9 其他 
            S888.72 虫害 
              S888.72+1  ３唧 与春尺蠖 
              S888.72+2 桑螟 
              S888.72+3 桑木虱 
              S888.72+4 桑毛虫 
              S888.72+5 桑蟥 
  
              S888.72+6 桑瘿蚊 
              S888.72+7 叶虫 
              S888.72+8 朱砂叶螨 
              S888.72+9 桑天牛 
  
                    S888.731/.739 (特殊分类规定) 
              S888.731 桑白蚧 
              S888.732 桑象虫 
              S888.733 桑根瘤腺肿病 
              S888.734 桑拟菱纹叶蝉 
              S888.739 其他 
            S888.74 桑树的天然灾害 
              S888.74+7 粉尘灰害 
              S888.74+8 工业废气、烟害 
              S888.74+9 其他 
        S889 蚕的其他饲料 
          S889+.1 柞树 
          S889+.2 蓖麻 
          S889+.3 栎树 
          S889+.4 枫树 
          S889+.5 木薯 
          S889+.9 其他 
      S89 养蜂、益虫饲养 
        S891 蜂群生物学 
          S891+.1 细胞组织 
          S891+.2 形态 
          S891+.3 解剖 
          S891+.4 生理 
          S891+.5 生态 
          S891+.6 个体特征 
          S891+.7 蜜蜂的分类 
          S891+.8 地区分布 
        S892 繁育 
          S892.2 自然分群 
          S892.3 人工分群 
          S892.5 人工育王 
          S892.6 育种方法 
          S892.7 群蜂的快速繁殖 
        S893 品种 
          S893.1 品种鉴别 
          S893.2 中国蜂 
          S893.3 意大利蜂种 
          S893.4 苏联北方蜂 
          S893.5 高加索蜂 
          S893.6 喀尼阿兰蜂 
          S893.71 大蜜蜂 
          S893.72 黑大蜜蜂 
          S893.73 小蜜蜂 
          S893.74 黑小蜜蜂 
          S893.9 其他 
        S894 饲养管理 
          S894.1 饲养 
            S894.1+1 定地饲养 
            S894.1+2 转地饲养 
            S894.1+3 中蜂饲养 
          S894.2 蜜蜂管理 
            S894.2+1 一般管理 
            S894.2+2 四季管理（周年管理工作） 
          S894.3 过箱技术 
          S894.4 蜂箱 
          S894.5 蜂具 
          S894.6 蜂础 
          S894.9 其他 
        S895 病虫害防治 
          S895.1 幼虫病 
            S895.1+1 非传染性病 
            S895.1+3 传染性病 
              S895.1+31 美州幼虫腐臭病 
              S895.1+32 欧州幼虫腐臭病 
              S895.1+33 囊  幼虫病 
              {S895.1+34} 孢子虫病 
              {S895.1+35} 恙虫病 
              S895.1+36 黄曲霉病 
              S895.1+37 白垩病 
              S895.1+39 其他 
          S895.2 成蜂病 
            S895.2+1 非传染性病 
            S895.2+3 传染性病 
              S895.2+31 下痢病 
              S895.2+32 阿米巴病 
              S895.2+33 螺原体病 
              S895.2+34 麻痹病 
              S895.2+35 副伤寒病 
              S895.2+36 孢子虫病 
              S895.2+39 其他 
          S895.3 寄生虫病 
            S895.3+1 寄生性昆虫和线虫 
            S895.3+2 寄生螨 
            S895.3+4 孢子桐病 
            S895.3+9 其他寄生虫病 
          S895.9 其他 
        S896 蜂产品生产加工及利用 
  
          S896.1 蜂蜜 
          S896.2 蜂蜡 
          S896.3 王浆 
          S896.4 蜂花粉 
          S896.5 蜂毒 
          S896.6 蜂胶 
          S896.7 蜂幼虫蛹 
          S896.8 蜂产品检验 
          S896.9 其他 
        S897 蜜源植物 
          S897+.1 各种蜜源植物 
          S897+.2 蜜源基地 
          S897+.3 农作物蜜蜂授粉 
          S897+.9 其他 
        S898 蜂场的经营与管理 
          S898.1 蜂场的经营方向及规模 
          S898.2 蜂场场地的确定与布局 
          S898.3 蜂场的劳动组织 
          S898.4 蜂场蜂群的来源 
          S898.5 蜂场生产计划 
        S899 益虫饲养 
          S899.1 白蜡虫 
          S899.2 紫胶虫 
          S899.3 胭脂虫 
          S899.4 五倍子 
          S899.8 蚯蚓 
          S899.9 其他 
    S9 水产、渔业 
      S9-0 理论与方法论 
        S9-09 渔业史 
      [S9-9] 水产经济 
      S91 水产基础科学 
        S911 水产数学、水产物理学 
        S912 水产化学 
        S913 水产海洋学、湖沼学、水库学 
        S914 水产水文学 
        S915 水产气象学 
        S917 水产生物学 
          S917.1 水产微生物学 
          S917.3 水产植物学 
          S917.4 水产动物学 
      S92 水产地区分布、水产志 
        S921 世界 
        S922 中国 
          S922.9 中国沿海 
            S922.9+1 渤海 
            S922.9+2 黄海 
            S922.9+3 东海 
            S922.9+4 台湾海峡 
            S922.9+5 南海 
        S923/927 各国 
      S93 水产资源 
        S931 水产资源学 
          S931.1 渔业资源生态学 
          [S931.2] 区域资源 
          S931.3 渔业环境 
          S931.4 渔场资源 
            S931.41 渔场分布 
            S931.42 渔汛 
          S931.5 资源增殖和种群结构 
          S931.9 其他 
        S932 水产资源调查与评估 
          S932.2 综合科学调查 
          S932.4 鱼类资源调查 
          S932.5 甲壳类资源调查 
            S932.5+1 虾类调查 
            S932.5+2 蟹类调查 
          S932.6 贝类资源调查 
          S932.7 藻类资源调查 
          S932.8 其他水产资源调查 
          S932.9 水产资源调查设备 
            S932.9+1 水况调查设备 
              S932.9+11 水质分析设备 
              S932.9+12 测氧设备 
              S932.9+13 测温设备 
              S932.9+14 流速仪 
              S932.9+15 测深仪 
              S932.9+16 海水温度盐度计 
              S932.9+17 电导仪 
              S932.9+19 其他 
            S932.9+2 水下观测装置 
              S932.9+21 水下照明设备 
              S932.9+22 水下电视 
              [S932.9+23] 潜水器 
              S932.9+29 其他 
        S934 渔情预报 
        S935 渔捞海图 
        S937 水产资源保护和管理 
          S937.0 政策及其阐述 
          S937.2 200海里专属渔业区 
          S937.3 水产资源的开发和利用 
      S94 水产保护学 
        S941 鱼病学 
          S941.1 皮肤病 
          S941.2 鳃病 
          S941.3 肠胃病 
          S941.4 微生物性鱼病 
            S941.41 病毒性鱼病 
              S941.41+1 出血病 
              S941.41+2 痘疮病 
              S941.41+3 出血败血病 
              S941.41+4 造血器官坏死病 
              S941.41+5  仍 坏死病 
              S941.41+6 鲤春病毒病 
              S941.41+7 溃疡性皮肤坏死病 
              S941.41+9 其他 
            S941.42 细菌性鱼病 
              S941.42+1 白头白咀病 
              S941.42+2 赤皮病 
              S941.42+3 竖鳞病 
              S941.42+4 烂鳃病 
              S941.42+5 白皮病 
              S941.42+6 黑斑病 
              S941.42+7 肾脏病 
              S941.42+9 其他 
            S941.43 真菌性鱼病 
              S941.43+1 肤霉病（水霉病） 
              S941.43+2 鳃霉病 
              S941.43+3 鱼醉菌病 
              S941.43+9 其他 
            S941.44 藻类性鱼病 
          S941.5 寄生虫病 
            S941.51 原虫病（原生动物引起的疾病） 
              S941.51+1 鞭毛虫病 
              S941.51+2 肉足虫病 
              S941.51+3 孢子虫病 
              S941.51+4 纤毛虫病 
              S941.51+5 吸管虫病 
              S941.51+6 白点病 
            S941.52 蠕虫病（后生动物引起的疾病） 
              S941.52+1 单殖吸虫病 
              S941.52+2 复殖吸虫病 
              S941.52+3 绦虫病 
              S941.52+4 线虫病 
              S941.52+5 棘头虫病 
              S941.52+6 环节动物引起的疾病 
            S941.53 甲壳动物引起的疾病 
              S941.53+1 挠足类引起的鳋病 
              S941.53+2 鳃尾类引起的鲺病 
              S941.53+3 等足类引起的鱼怪病 
            S941.54 软体动物引起的疾病 
          S941.6 非寄生性鱼病 
            S941.61 机械损伤 
            S941.62 窒息（缺氧、泛塘） 
            S941.63 气泡病 
            S941.64 感冒和冻伤 
            S941.69 其他 
          S941.7 营养性疾病 
          S941.8 鱼类器官性疾病 
          S941.91 中毒 
          S941.99 其他 
        S942 鱼病防治方法 
          S942.1 增强鱼体抵抗力 
          S942.2 控制和消灭病源 
            S942.2+1 清塘 
            S942.2+2 鱼体消毒、洗浴法 
            S942.2+3 饵料消毒 
            S942.2+4 工具消毒 
            S942.2+5 食场消毒 
            S942.2+6 药饵 
          S942.3 生物防治、生态防治 
          S942.5 人工免疫 
          S942.9 鱼的敌害防治 
            S942.91 植物性敌害防治 
            S942.92 动物性敌害防治 
        S943 各种鱼的病害、敌害及其防治 
        S944 贝类病害、敌害及其防治 
          S944.1 淡水贝类 
            S944.1+2 蚌病 
              S944.1+21 病毒、细菌性蚌病 
              S944.1+24 真菌性蚌病 
              S944.1+26 侵袭性蚌病 
          S944.2 各种淡水贝类病害、敌害及其防治 
  
          S944.3 海水贝类 
            S944.3+2 稚贝病 
            S944.3+3 幼贝病 
            S944.3+4 成贝病 
              S944.3+41 肉食动物病 
              S944.3+42 穿孔动物病 
              S944.3+44 寄生动物病 
              S944.3+46 附着生物病 
              S944.3+49 赤潮 
          S944.4 各种海水贝类病害、敌害及其防治 
                  S944.4+1/.4+9 各种海水贝类 
            S944.4+1 牡蛎 
            S944.4+2 贻贝 
            S944.4+3 扇贝 
            S944.4+4 蚶 
            S944.4+5 鲍鱼 
            S944.4+6 珍珠贝 
            S944.4+7 蛤仔 
            S944.4+8 缢蛏 
            S944.4+9 其他 
        S945 甲壳类病虫害及其防治 
          S945.1 虾类 
            S945.1+2 细菌性疾病 
            S945.1+3 真菌性疾病 
            S945.1+4 畸形病 
            S945.1+5 气泡病 
            S945.1+6 蜕皮死亡综合症 
            S945.1+7 干瘪病 
            S945.1+8 肠和腹神经并发症 
            S945.1+9 其他 
          S945.4 各种虾的病虫害及其防治 
                  S945.4+1/.4+9 各种虾的病虫害及其防治 
            S945.4+1 罗氏沼虾 
            S945.4+2 青虾 
            S945.4+3 长臂大虾 
            S945.4+4 中华管鞭虾 
            S945.4+5 日本对虾 
            S945.4+6 对虾（明虾） 
            S945.4+7 斑节对虾 
            S945.4+8 长毛对虾 
            S945.4+9 其他 
        S946 藻类的病害、敌害及其防治 
          S946.1 海带 
            S946.1+1 病害 
            S946.1+2 附着藻类 
            S946.1+3 敌害 
            S946.1+9 其他 
          S946.2 紫菜 
            S946.2+1 病害 
            S946.2+2 敌害 
          S946.3 其他藻类的病害、敌害及其防治 
        S947 其他水产病虫害及其防治 
          S947.1 鳖 
            S947.1+1 病毒性疾病 
            S947.1+2 细菌性疾病 
            S947.1+3 寄生虫病 
            S947.1+9 其他 
          S947.2 蛙病及其防治 
          S947.3 大鲵 
          S947.9 其他 
        S948 水产药物学、药理学 
        [S949] 水产的水质污染及其防治 
      S95 水产工程 
        S951 水产机械仪器 
          [S951.1] 航空航天技术在渔业上的应用 
          S951.2 电子设备、计算机在渔业上的应用 
          S951.3 液压设备、气动设备在渔业上的应用 
          S951.4 遥感装备技术在渔业上的应用 
            S951.4+1 温度传感器 
            S951.4+2 生物传感器 
            S951.4+3 压力传感器 
            S951.4+9 其他 
          S951.5 太阳能在水产、渔业上的应用 
        S953 增养殖渔业设施（栽培渔业设施） 
          S953.1 人工鱼礁 
          S953.2 海洋农牧场 
          S953.4 浮式鱼场 
          S953.5 浮式防浪设备 
          S953.9 其他 
        S954 养殖场工程 
  
          S954.1 鱼场 
            S954.1+1 鱼苗、鱼种场 
            S954.1+2 成鱼场 
            S954.1+9 其他 
          S954.2 甲壳类养殖场 
            S954.2+1 虾场 
            S954.2+2 蟹场 
            S954.2+9 其他 
          S954.3 贝类养殖场 
            S954.3+1 贻贝养殖场 
            S954.3+2 珍珠场 
            S954.3+9 其他 
          S954.4 藻类养殖场 
        S955 养殖池 
          S955.1 鱼池 
            S955.1+1 鱼苗池 
            S955.1+2 鱼种池 
            S955.1+3 成鱼池 
            S955.1+4 亲鱼池 
          S955.2 黄鳝池、泥鳅池 
          S955.3 饵料培养池 
            S955.3+1 单胞藻类 
            S955.3+2 轮虫 
            S955.3+3 红虫 
            S955.3+4 丰年虫 
            S955.3+9 其他 
          S955.4 蛙池、娃娃鱼池（大鲵池） 
          S955.5 龟池、鳖池、鳄鱼池 
          S955.6 蟹池 
          S955.7 虾池 
          S955.8 兽类池 
          S955.9 其他 
        S956 过鱼设备 
          S956.1 鱼栅 
          S956.2 鱼梯 
          S956.3 鱼道 
        S957 拦鱼设备 
          S957.1 竹箔 
          S957.2 渔坝 
          S957.3 电栅 
          {S957.4} 其他 
          S957.9 其他 
        S959 水质工程 
      S96 水产养殖技术 
        S961 鱼类繁殖和越冬技术 
          S961.1 自然繁殖 
            S961.1+1 产卵场 
            S961.1+2 亲鱼群体组成 
            S961.1+3 产卵 
            S961.1+4 孵化 
          S961.2 人工繁殖 
            S961.2+1 亲本培育 
            S961.2+2 人工授精 
            S961.2+3 人工孵化 
          S961.3 早繁技术 
          S961.4 越冬技术 
          S961.5 杂交技术 
          S961.6 生物技术 
        S962 鱼苗、鱼种 
          S962.1 鱼苗、鱼种的获得 
          S962.2 鱼苗饲养（发塘） 
          S962.3 鱼种饲养 
            S962.3+1 鱼种塘饲养 
            S962.3+2 网箱饲养 
            S962.3+3 成鱼塘套养 
            S962.3+4 库湾饲养 
            S962.3+5 稻田饲养 
            S962.3+9 其他 
          S962.7 越冬技术 
          S962.9 各种养殖模式 
            S962.91 单养 
            S962.92 混养 
        S963 水产动物饵料及其营养 
  
          S963.1 饵料基础科学 
            S963.11 饵料物理学 
            S963.12 饵料化学 
            S963.14 饵料生物学 
            S963.16 饵料营养学 
              S963.16+1 营养成分 
              S963.16+2 营养价值 
              S963.16+5 检验方法 
          S963.2 天然饵料 
            S963.21 活饵料 
              S963.21+1 微生物、细菌 
              S963.21+3 浮游植物 
              S963.21+4 浮游动物 
              S963.21+5 底栖生物 
              S963.21+6  球尽⑶?
              S963.21+9 其他 
            S963.22 青饲料 
              S963.22+1 水生青饲料 
                S963.22+1.1 维管束植物 
                S963.22+1.2 水浮莲、水花生 
                S963.22+1.3 水葫芦 
                S963.22+1.4 瓢莎 
                S963.22+1.5 红萍、绿萍 
                S963.22+1.9 其他 
              S963.22+3 陆生青饲料 
                S963.22+3.1 聚合草 
                S963.22+3.2 苏丹草 
                S963.22+3.3 紫花苜蓿 
                S963.22+3.4 缩根黑麦草 
                S963.22+3.5 紫云英 
                S963.22+3.6 橡草 
                S963.22+3.7 苦麻菜 
                S963.22+3.9 其他 
          S963.3 精饲料 
            S963.31 植物性精饲料 
              S963.31+1 谷物 
              S963.31+2 豆类 
              S963.31+3 饼类 
              S963.31+4 粕类、糟类 
              S963.31+9 其他 
            S963.32 动物性精饲料 
              S963.32+1 鱼粉、血粉 
              S963.32+3 肉粉、骨粉 
              S963.32+5  鹈邸⒉嫌挤?
              S963.32+6 甲醇蛋白（第二代细胞蛋白） 
              S963.32+7 酵母 
              S963.32+9 其他 
          S963.4 粗饲料 
          S963.5 发酵饲料 
          S963.6 液化饲料 
          S963.7 配合饲料 
            S963.71 饲料配方 
            S963.72 颗粒饲料 
            S963.73 饵料添加剂 
              S963.73+1 氨基酸、维生素 
              S963.73+2 生长素、抗生素、酶剂 
              S963.73+3 脂肪酸 
              S963.73+4 微量元素 
              S963.73+5 调味剂、着色剂、引诱物质 
              S963.73+6 防病药物 
              S963.73+7 化学保存剂、粘合剂 
              S963.73+9 其他 
          {S963.8} 各种鱼的饵料 
          S963.9 肥料 
            S963.91 有机肥料 
            S963.92 无机肥料 
        S964 淡水鱼养殖方式 
          S964.1 天然水域增殖 
          S964.2 稻田养鱼 
          S964.3 池塘养鱼 
          S964.4 湖泊养鱼 
          S964.5 河川养鱼 
          S964.6 水库养鱼 
          S964.7 网箱养鱼 
          S964.8 温水、流水养鱼 
          S964.9 其他 
              S965/968 各种水产养殖 
        S965 各种鱼类养殖 
          S965.1 淡水鱼 
            S965.111 青鱼 
            S965.112 草鱼（鲩） 
            S965.113 鲢鱼 
            S965.114 鳙鱼 
            S965.116 鲤鱼 
            S965.117 鲫鱼 
            S965.118 鳊鱼 
            S965.119 鲂鱼 
            S965.121 鲮鱼 
            S965.122 虹鳟鱼 
            S965.123 鮊鱼 
            S965.124 鲴鱼 
            S965.125 罗非鱼（吴郭鱼） 
            S965.126 胭脂鱼 
            S965.127 铜鱼 
            S965.128 鲶鱼 
            [S965.131] 黄鳝 
            S965.199 其他 
          S965.2 河口性鱼（溯河降海） 
            S965.211 鲈鱼 
            S965.215 鲟鱼 
            S965.219 鲥鱼 
            S965.221 鲻鱼 
            S965.222 遮目鱼（虱目鱼） 
            S965.223 鳗鲡 
            S965.224 银鱼 
            S965.225 河魨 
            S965.226 香鱼 
            S965.227 鲚鱼 
            S965.229 大马哈鱼 
            S965.231 鲷鱼 
            S965.232 鲑鱼 
            S965.233 尖吻鲈 
            S965.234 梭鱼 
            S965.299 其他 
          S965.3 海水鱼 
            S965.311 鲨鱼 
            S965.315 鳐鱼 
            S965.316 鲱鱼 
            S965.317 鳓鱼 
            S965.318 鳀鱼 
            S965.319 海鲶 
            S965.321 鳕鱼 
            S965.322 大黄鱼 
            S965.323 小黄鱼 
            S965.324 鮸鱼 
            S965.325 黄姑鱼 
            S965.326 带鱼 
            S965.327 鲐鱼 
            S965.328 鯵鱼 
            S965.329 马鲛（鲅） 
            S965.331 鲳鱼 
            S965.332 金枪鱼 
            S965.333 马面鲀鰤 
            S965.334 石斑鱼 
            S965.335 鰤鱼 
            S965.399 其他 
          S965.8 观赏鱼类 
          S965.9 其他 
        S966 其他水产养殖 
          S966.1 甲壳类养殖 
            S966.12 淡水虾的养殖 
            S966.16 淡水蟹的养殖 
          S966.2 蚌、螺的养殖 
            S966.22 蚌的养殖 
              S966.22+1 三角帆蚌 
              S966.22+2 褶纹冠蚌 
              S966.22+3 背角无齿蚌 
              S966.22+4 圆背角无齿蚌 
              S966.22+5 佛耳丽蚌 
              S966.22+6 珠母珍珠蚌 
              S966.22+9 其他 
            S966.23 河蚌育珠 
              S966.23+1 手术  蚌饲养 
              S966.23+2 手术植片 
              S966.23+3 育珠蚌饲养 
              S966.23+4 取珠 
            S966.24 各种珠的培育 
              S966.24+1 再生珠 
              S966.24+2 彩色珠 
              S966.24+3 象形珠 
              S966.24+9 其他 
            S966.28 螺的养殖 
              S966.28+1 田螺 
              S966.28+2 福寿螺 
              S966.28+3 苹果螺（蜗牛） 
          S966.3 蛙的养殖 
            S966.3+1 牛蛙 
            S966.3+2 黑斑蛙 
            S966.3+3 虎纹蛙 
            S966.3+4 沼蛙 
            S966.3+5 林蛙 
            S966.3+9 其他 
          S966.4 黄鳝、泥鳅养殖 
          S966.5 龟、鳖、鳄鱼养殖 
          S966.6 娃娃鱼（大鲵）养殖 
          S966.8 淡水兽类养殖 
          S966.9 其他 
  
        S967 海水养殖方式 
          S967.1 海港养殖 
          S967.2 浅海养殖 
          S967.3 网箱养殖 
          S967.4 池塘养殖 
          S967.5 滩涂养殖 
          S967.6 增养殖渔业（栽培渔业） 
          S967.7 筏式养殖 
          S967.8 延绳养殖 
          S967.9 其他 
        S968 各种海产动植物养殖 
          [S968.1] 鱼类养殖 
          S968.2 甲壳类养殖 
            S968.22 虾的养殖 
            S968.25 蟹的养殖 
              S968.25+1 青蟹 
              S968.25+2 梭子蟹 
          S968.3 贝类养殖 
            S968.31 各种贝的养殖 
              S968.31+6 珍珠贝 
                S968.31+6.1 合 种槟副?
                S968.31+6.2 解 现槟副?
                S968.31+6.3 大珠母贝 
                S968.31+6.4 黑蝶珠母贝 
                S968.31+6.5 企鹅珠母贝 
                S968.31+6.9 其他 
            S968.35 海水贝育珠 
          S968.4 藻类养殖 
            S968.41 绿藻类 
              S968.41+1 石莼 
              S968.41+2 礁膜 
              S968.41+3 浒苔 
              S968.41+9 其他 
            S968.42 褐藻类 
              S968.42+1 海带 
              S968.42+2 巨藻 
              S968.42+3 裙带菜 
              S968.42+4 鹅掌菜 
              S968.42+5 羊栖菜 
              S968.42+9 其他 
            S968.43 红藻类 
              S968.43+1 紫菜 
              S968.43+2 石花菜（琼脂） 
              S968.43+3 海萝 
              S968.43+4 江蓠 
              S968.43+9 其他 
          S968.8 海兽养殖 
            S968.81 海豚 
            S968.82 海豹 
            S968.83 海狮 
            S968.84 海牛 
            S968.85 海狗 
            S968.89 其他 
          S968.9 其他海产动物养殖 
        S969 水产养殖设备 
          S969.1 水产土木工程设备 
            S969.11   涂耕耘机 
            S969.19 其他 
          S969.2 繁殖设备 
  
            S969.21 鱼类繁殖设备 
              S969.21+1 鱼类产卵设备 
              S969.21+2 鱼卵收集装置 
              S969.21+3 鱼卵孵化装置 
              S969.21+4 仔鱼采集装置 
            S969.22 甲壳类繁殖设备 
            S969.23 贝类繁殖设备 
  
            S969.24 藻类育苗装置 
            S969.29 其他 
          S969.3 饲养设备 
            S969.31 投饲设备 
              S969.31+1 投饲机 
              S969.31+2 散布饲料机 
              S969.31+3 喷浆机 
              S969.31+4 管道喷饲设备 
              S969.31+9 其他 
            S969.32 充氧设备 
              S969.32+1 增氧机 
              S969.32+2 散气装置 
              S969.32+3 增氧船 
              S969.32+4 充气设备 
              S969.32+5 冰下增氧设备 
              S969.32+6 化学增氧 
              S969.32+7 生物增氧 
              S969.32+9 其他 
            S969.33 调温、调光装置 
            S969.34 生物饵料培养装置 
            S969.35 甲壳类养殖设备 
            S969.36 贝类养殖设备 
            S969.37 藻类养殖设备 
            S969.38 水质净化装置 
            S969.39 其他 
          S969.4 饲料机械 
            S969.41 饲料采集机械 
              S969.41+1 刈水草机 
              S969.41+2 打草船 
              S969.41+3 吸螺、蚬机 
              S969.41+9 其他 
            S969.42 饲料加工机械 
              S969.42+1 膨化机 
              S969.42+2 粉碎机 
              S969.42+3 淀粉机 
              S969.42+6 对虾饵料机 
              S969.42+9 其他 
      S97 水产捕捞 
        S971 渔具材料、索具及其工艺 
          S971.1 纤维原料 
          S971.2 网线 
          S971.3 绳索 
          S971.4 网片、网板 
          S971.5 浮沉子 
          S971.6 索具 
          S971.9 其他 
        S972 渔具与捕鱼设备 
          S972.1 渔网具 
            S972.11 刺网（流刺网） 
            S972.12 定置网 
            S972.13 拖网 
              S972.13+1 舷拖 
              S972.13+2 尾拖 
              S972.13+3 对拖 
              S972.13+4 变水层拖网 
              S972.13+5 深水拖网 
              S972.13+6 地曳网 
              S972.13+7 旋曳网 
              S972.13+8 电拖网 
            S972.21 围网 
            S972.23 抄网、掩网 
            S972.28 大扬网 
            S972.29 其他 
          S972.3 钓鱼具 
          S972.5 渔具防腐及保护 
          S972.6 捕鱼机械及设备 
            S972.61 鱼群探测设备 
              S972.61+1 垂直探鱼仪 
